Class,Order,Family,Genus,species,common_name,rl_id,rl_binomial,fishbase_id,fishbase_binomial
Actinopteri,Perciformes,Haemulidae,Anisotremus,virginicus,Porkfish,194409,Anisotremus virginicus,1124,Anisotremus virginicus
Actinopteri,Perciformes,Carangidae,Caranx,crysos,Blue runner,154807,Caranx crysos,1933,Caranx crysos
Actinopteri,Perciformes,Serranidae,Mycteroperca,bonaci,Black grouper,132724,Mycteroperca bonaci,1209,Mycteroperca bonaci
Actinopteri,Perciformes,Lutjanidae,Ocyurus,chrysurus,Yellowtail snapper,194341,Ocyurus chrysurus,188,Ocyurus chrysurus
Actinopteri,Perciformes,Scaridae,Scarus,trispinosus,Greenbeak parrotfish,190748,Scarus trispinosus,59493,Scarus trispinosus
Actinopteri,Perciformes,Scaridae,Sparisoma,amplum,Reef parrotfish,190723,Sparisoma amplum,59491,Sparisoma amplum
Actinopteri,Perciformes,Scaridae,Sparisoma,axillare,Gray parrotfish,190751,Sparisoma axillare,59492,Sparisoma axillare
Amphibia,Anura,Craugastoridae,Pristimantis,fenestratus,Rio Mamore robber frog,56599,Pristimantis fenestratus,NULL,NULL
Amphibia,Anura,Aromobatidae,Anomaloglossus,stepheni,Stephen's rocket frog,55151,Anomaloglossus stepheni,NULL,NULL
Amphibia,Anura,Bufonidae,Rhinella,proboscidea,No common name,54737,Rhinella proboscidea,NULL,NULL
Actinopteri,Perciformes,Serranidae,Epinephelus,morio,Red grouper,44681,Epinephelus morio,17,Epinephelus morio
Elasmobranchii,Carcharhiniformes,Triakidae,Hypogaleus,hyugaensis,Blacktip tope shark,39354,Hypogaleus hyugaensis,5928,Hypogaleus hyugaensis
Actinopteri,Istiophoriformes,Istiophoridae,Tetrapturus,angustirostris,Shortbill spearfish,170315,Tetrapturus angustirostris,3915,Tetrapturus angustirostris
Actinopteri,Istiophoriformes,Istiophoridae,Kajikia,audax,Striped marlin,170309,Kajikia audax,223,Kajikia audax
Actinopteri,Perciformes,Coryphaenidae,Coryphaena,hippurus,Common dolphinfish,154712,Coryphaena hippurus,6,Coryphaena hippurus
Actinopteri,Scombriformes,Bramidae,Taractichthys,steindachneri,Sickle pomfret,NULL,NULL,3561,Taractichthys steindachneri
Actinopteri,Scombriformes,Gempylidae,Lepidocybium,flavobrunneum,Escolar,190287,Lepidocybium flavobrunneum,1042,Lepidocybium flavobrunneum
Actinopteri,Aulopiformes,Alepisauridae,Alepisaurus,ferox,Long snouted lancetfish,154820,Alepisaurus ferox,99,Alepisaurus ferox
Actinopteri,Scombriformes,Gempylidae,Gempylus,serpens,Snake mackerel,16509126,Gempylus serpens,1041,Gempylus serpens
Aves,Cathartiformes,Cathartidae,Vultur,gryphus,Andean condor,22697641,Vultur gryphus,NULL,NULL
Mammalia,Primates,Atelidae,Alouatta,caraya,Black and gold howler monkey,41545,Alouatta caraya,NULL,NULL
Reptilia,Squamata,Liolaemidae,Liolaemus,multimaculatus,Many-spotted tree iguana,56077628,Liolaemus multimaculatus,NULL,NULL
Reptilia,Squamata,Liolaemidae,Liolaemus,gracilis,Graceful tree iguana,56062407,Liolaemus gracilis,NULL,NULL
Reptilia,Squamata,Tropiduridae,Tropidurus,etheridgei,Etheridge's lava lizard,NULL,NULL,NULL,NULL
Reptilia,Squamata,Liolaemidae,Liolaemus,chacoensis,Chaco tree iguana,56051966,Liolaemus chacoensis,NULL,NULL
Reptilia,Squamata,Teiidae,Teius,teyou,Four-toed tegu,50012977,Teius teyou,NULL,NULL
Reptilia,Squamata,Teiidae,Ameivula,ocellifera,Spix's whiptail,NULL,NULL,NULL,NULL
Reptilia,Squamata,Gymnophthalmidae,Vanzosaura,rubricauda,Redtail tegu,NULL,NULL,NULL,NULL
Reptilia,Squamata,Phyllodactylidae,Homonota,fasciata,South american marked gecko,178368,Homonota fasciata,NULL,NULL
Reptilia,Squamata,Colubridae,Philodryas,agassizii,Burrowing night snake,NULL,NULL,NULL,NULL
Reptilia,Squamata,Colubridae,Erythrolamprus,poecilogyrus,No common name,NULL,NULL,NULL,NULL
Reptilia,Squamata,Tropiduridae,Tropidurus,torquatus,Amazon lava lizard,178619,Tropidurus torquatus,NULL,NULL
Reptilia,Squamata,Tropiduridae,Tropidurus,itambere,No common name,NULL,NULL,NULL,NULL
Actinopteri,Albuliformes,Albulidae,Albula,glossodonta,Roundjaw bonefish,194299,Albula glossodonta,11512,Albula glossodonta
Actinopteri,Perciformes,Lutjanidae,Lutjanus,gibbus,Humpback red snapper,194385,Lutjanus gibbus,265,Lutjanus gibbus
Actinopteri,Perciformes,Lethrinidae,Lethrinus,nebulosus,Spangled emperor,16720181,Lethrinus nebulosus,1846,Lethrinus nebulosus
Mammalia,Primates,Hominidae,Pongo,pygmaeus,Bornean orangutan,17975,Pongo pygmaeus,NULL,NULL
Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,15088,Octodon degus,NULL,NULL
Actinopteri,Perciformes,Lutjanidae,Lutjanus,jocu,Dog snapper,190221,Lutjanus jocu,154,Lutjanus jocu
Actinopteri,Scombriformes,Scombridae,Thunnus,atlanticus,Blackfin tuna,155276,Thunnus atlanticus,144,Thunnus atlanticus
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,galapagensis,Galapagos shark,41736,Carcharhinus galapagensis,870,Carcharhinus galapagensis
Aves,Passeriformes,Bombycillidae,Bombycilla,garrulus,Bohemian waxwing,22708146,Bombycilla garrulus,NULL,NULL
Mammalia,Cetacea,Delphinidae,Sotalia,fluviatilis,Guiana dolphin / Tucuxi,190871,Sotalia fluviatilis,NULL,NULL
Mammalia,Cetacea,Iniidae,Inia,geoffrensis,Amazon river dolphin / Boto,10831,Inia geoffrensis,NULL,NULL
Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawady dolphin,15419,Orcaella brevirostris,NULL,NULL
Aves,Caprimulgiformes,Trochilidae,Sephanoides,fernandensis,Juan Fernandez firecrown,22687863,Sephanoides fernandensis,NULL,NULL
Aves,Passeriformes,Tyrannidae,Anairetes,fernandezianus,Juan Fernandez tit-tyrant,22699401,Anairetes fernandezianus,NULL,NULL
Aves,Caprimulgiformes,Trochilidae,Sephanoides,sephaniodes,Green-backed firecrown,22687857,Sephanoides sephaniodes,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,falcklandii,Austral thrush,22708885,Turdus falcklandii,NULL,NULL
Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,Striped hyena,10274,Hyaena hyaena,NULL,NULL
Actinopteri,Perciformes,Sebastidae,Sebastes,fasciatus,Acadian redfish,20084,Sebastes fasciatus,3969,Sebastes fasciatus
Elasmobranchii,Rajiformes,Rajidae,Beringraja,rhina,Longnose skate,161595,Beringraja rhina,2566,Beringraja rhina
Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Malagasy giant jumping rat,10714,Hypogeomys antimena,NULL,NULL
Mammalia,Primates,Hominidae,Pan,paniscus,Bonobo,15932,Pan paniscus,NULL,NULL
Mammalia,Primates,Cheirogaleidae,Microcebus,murinus,Grey mouse-lemur,13323,Microcebus murinus,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Rucervus,eldii,Hainan eld's deer,4265,Rucervus eldii,NULL,NULL
Aves,Charadriiformes,Laridae,Saundersilarus,saundersi,Saunders's gull,22694436,Saundersilarus saundersi,NULL,NULL
Actinopteri,Perciformes,Platycephalidae,Platycephalus,richardsoni,Tiger flathead,NULL,NULL,4705,Platycephalus richardsoni
Actinopteri,Centrarchiformes,Latridae,Nemadactylus,macropterus,Tarakihi,NULL,NULL,10106,Nemadactylus macropterus
Actinopteri,Acropomatiformes,Epigonidae,Epigonus,crassicaudus,Cardinalfish,NULL,NULL,54788,Epigonus crassicaudus
Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,Frillneck lizard / Frilled lizard,170384,Chlamydosaurus kingii,NULL,NULL
Actinopteri,Perciformes,Carangidae,Alectis,indica,Indian threadfish,20253300,Alectis indica,10,Alectis indica
Actinopteri,Siluriformes,Ariidae,Neoarius,leptaspis,Salmon catfish,NULL,NULL,12090,Neoarius leptaspis
Actinopteri,Siluriformes,Ariidae,Plicofollis,argyropleuron,Longsnouted catfish,NULL,NULL,11739,Plicofollis argyropleuron
Actinopteri,Siluriformes,Ariidae,Hexanematichthys,mastersi,Master's catfish,NULL,NULL,24599,Hexanematichthys mastersi
Actinopteri,Siluriformes,Ariidae,Netuma,proxima,Arafura catfish,NULL,NULL,24600,Netuma proxima
Actinopteri,Siluriformes,Ariidae,Netuma,thalassina,Giant catfish,NULL,NULL,10220,Netuma thalassina
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,cautus,Nervous shark,41733,Carcharhinus cautus,866,Carcharhinus cautus
Actinopteri,Acanthuriformes,Drepaneidae,Drepane,punctata,Spotted sicklefish,NULL,NULL,454,Drepane punctata
Actinopteri,Perciformes,Polynemidae,Eleutheronema,tetradactylum,Fourfinger threadfin,NULL,NULL,340,Eleutheronema tetradactylum
Actinopteri,Perciformes,Gerreidae,Gerres,erythrourus,Deep-bodied mojarra,68324528,Gerres erythrourus,5800,Gerres erythrourus
Actinopteri,Perciformes,Carangidae,Gnathanodon,speciosus,Golden trevally,20432145,Gnathanodon speciosus,4464,Gnathanodon speciosus
Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,far,Black-barred halfbeak,NULL,NULL,5404,Hemiramphus far
Actinopteri,Mugiliformes,Mugilidae,Ellochelon,vaigiensis,Squaretail mullet,197054,Ellochelon vaigiensis,5656,Ellochelon vaigiensis
Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,acutidens,Sicklefin lemon shark,41836,Negaprion acutidens,896,Negaprion acutidens
Actinopteri,Clupeiformes,Clupeidae,Nematalosa,erebi,Australian river gizzard shad,98807658,Nematalosa erebi,1612,Nematalosa erebi
Actinopteri,Perciformes,Polynemidae,Polydactylus,macrochir,King threadfin,NULL,NULL,6427,Polydactylus macrochir
Actinopteri,Perciformes,Haemulidae,Pomadasys,kaakan,Javelin grunter,NULL,NULL,6006,Pomadasys kaakan
Actinopteri,Acanthuriformes,Scatophagidae,Scatophagus,argus,Spotted scat,155268,Scatophagus argus,4698,Scatophagus argus
Actinopteri,Perciformes,Carangidae,Scomberoides,commersonnianus,Talang queenfish,20434679,Scomberoides commersonnianus,1950,Scomberoides commersonnianus
Actinopteri,Perciformes,Carangidae,Scomberoides,tala,Barred queenfish,20435070,Scomberoides tala,1952,Scomberoides tala
Actinopteri,Scombriformes,Scombridae,Scomberomorus,semifasciatus,Broad-barred king mackerel,170337,Scomberomorus semifasciatus,135,Scomberomorus semifasciatus
Actinopteri,Acanthuriformes,Scatophagidae,Selenotoca,multifasciata,Spotbanded scat,NULL,NULL,12257,Selenotoca multifasciata
Actinopteri,Beloniformes,Belonidae,Strongylura,leiura,Banded needlefish,NULL,NULL,1315,Strongylura leiura
Actinopteri,Perciformes,Toxotidae,Toxotes,chatareus,Spotted archerfish,NULL,NULL,8079,Toxotes chatareus
Actinopteri,Beloniformes,Belonidae,Tylosurus,crocodilus,Hound needlefish,183274,Tylosurus crocodilus,977,Tylosurus crocodilus
Mammalia,Carnivora,Hyaenidae,Hyaena,brunnea,Brown hyaena,10276,Parahyaena brunnea,NULL,NULL
Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,11638,Leptailurus serval,NULL,NULL
Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic black bear,22824,Ursus thibetanus,NULL,NULL
Mammalia,Carnivora,Felidae,Uncia,uncia,Snow leopard,22732,Panthera uncia,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,adustus,Side-striped jackal,3753,Canis adustus,NULL,NULL
Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel glider,16728,Petaurus norfolcensis,NULL,NULL
Actinopteri,Perciformes,Lethrinidae,Lethrinus,mahsena,Sky emperor,16720057,Lethrinus mahsena,1843,Lethrinus mahsena
Actinopteri,Perciformes,Lethrinidae,Lethrinus,obsoletus,Orange-striped emperor,16720267,Lethrinus obsoletus,1847,Lethrinus obsoletus
Actinopteri,Perciformes,Lethrinidae,Monotaxis,grandoculis,Humpnose big-eye bream,16720607,Monotaxis grandoculis,1869,Monotaxis grandoculis
Actinopteri,Perciformes,Serranidae,Cephalopholis,argus,Peacock hind,132781,Cephalopholis argus,6396,Cephalopholis argus
Actinopteri,Perciformes,Serranidae,Cephalopholis,miniata,Coral hind,132732,Cephalopholis miniata,6450,Cephalopholis miniata
Actinopteri,Perciformes,Serranidae,Cephalopholis,hemistiktos,Yellowfin hind,132759,Cephalopholis hemistiktos,6447,Cephalopholis hemistiktos
Actinopteri,Perciformes,Serranidae,Epinephelus,fasciatus,Blacktip grouper,132817,Epinephelus fasciatus,5348,Epinephelus fasciatus
Actinopteri,Perciformes,Serranidae,Epinephelus,tauvina,Greasy grouper,132758,Epinephelus tauvina,4461,Epinephelus tauvina
Actinopteri,Perciformes,Serranidae,Variola,louti,Yellow-edge lyretail,132738,Variola louti,5354,Variola louti
Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,22695929,Buteo solitarius,NULL,NULL
Reptilia,Squamata,Scincidae,Ctenotus,schomburgkii,Barred wedge-snout ctenotus,109464571,Ctenotus schomburgkii,NULL,NULL
Reptilia,Squamata,Scincidae,Ctenotus,leonhardii,Leonhardi's ctenotus,178448,Ctenotus leonhardii,NULL,NULL
Reptilia,Squamata,Scincidae,Ctenotus,regius,Pale-rumped ctenotus,NULL,NULL,NULL,NULL
Reptilia,Squamata,Diplodactylidae,Lucasium,stenodactylum,Pale snouted ground gecko,102676817,Lucasium stenodactylum,NULL,NULL
Reptilia,Squamata,Diplodactylidae,Rhynchoedura,ornata,Western beaked gecko,102683628,Rhynchoedura ornata,NULL,NULL
Reptilia,Squamata,Diplodactylidae,Diplodactylus,conspicillatus,Burrow-plug gecko,102673061,Diplodactylus conspicillatus,NULL,NULL
Elasmobranchii,Carcharhiniformes,Triakidae,Furgaleus,macki,Whiskery shark,39351,Furgaleus macki,5924,Furgaleus macki
Aves,Columbiformes,Columbidae,Patagioenas,leucocephala,White-crowned pigeon,22690229,Patagioenas leucocephala,NULL,NULL
Actinopteri,Characiformes,Prochilodontidae,Prochilodus,lineatus,Streaked prochilod,NULL,NULL,13056,Prochilodus lineatus
Actinopteri,Perciformes,Latidae,Lates,niloticus,Nile perch,181839,Lates niloticus,347,Lates niloticus
Actinopteri,Siluriformes,Ariidae,Plicofollis,dussumieri,Blacktip sea catfish,169632,Plicofollis dussumieri,1287,Plicofollis dussumieri
Actinopteri,Perciformes,Carangidae,Decapterus,russelli,Indian scad,155043,Decapterus russelli,374,Decapterus russelli
Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,harrissoni,Dumb gulper shark,41740,Centrophorus harrissoni,649,Centrophorus harrissoni
Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,uyato,Little gulper shark,41745,Centrophorus uyato,655,Centrophorus uyato
Actinopteri,Perciformes,Lutjanidae,Lutjanus,analis,Mutton snapper,12416,Lutjanus analis,1403,Lutjanus analis
Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,moluccensis,Smallfin gulper shark,42838,Centrophorus moluccensis,651,Centrophorus moluccensis
Actinopteri,Perciformes,Serranidae,Plectropomus,leopardus,Leopard coralgrouper,44684,Plectropomus leopardus,4826,Plectropomus leopardus
Actinopteri,Perciformes,Lutjanidae,Lutjanus,fulviflamma,Dory snapper,194370,Lutjanus fulviflamma,261,Lutjanus fulviflamma
Actinopteri,Perciformes,Mullidae,Parupeneus,ciliatus,Whitesaddle goatfish,69181969,Parupeneus ciliatus,5989,Parupeneus ciliatus
Actinopteri,Perciformes,Lethrinidae,Lethrinus,atkinsoni,Pacific yellowtail emperor,16719843,Lethrinus atkinsoni,1854,Lethrinus atkinsoni
Actinopteri,Perciformes,Labridae,Choerodon,graphicus,Graphic turkfish,187488,Choerodon graphicus,8128,Choerodon graphicus
Actinopteri,Perciformes,Labridae,Hemigymnus,melapterus,Blackeye thicklip,187476,Hemigymnus melapterus,5636,Hemigymnus melapterus
Actinopteri,Perciformes,Scaridae,Scarus,schlegeli,Yellowband parrotfish,155290,Scarus schlegeli,4975,Scarus schlegeli
Actinopteri,Perciformes,Scaridae,Chlorurus,sordidus,Daisy parrotfish,190715,Chlorurus sordidus,5556,Chlorurus sordidus
Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,blochii,Ringtail surgeonfish,177971,Acanthurus blochii,4750,Acanthurus blochii
Actinopteri,Acanthuriformes,Acanthuridae,Naso,unicornis,Bluespine unicornfish,177970,Naso unicornis,1265,Naso unicornis
Actinopteri,Acanthuriformes,Siganidae,Siganus,doliatus,Barred spinefoot,69689424,Siganus doliatus,4623,Siganus doliatus
Actinopteri,Perciformes,Apogonidae,Ostorhinchus,apogonoides,Short-tooth cardinal,NULL,NULL,10294,Ostorhinchus apogonoides
Actinopteri,Perciformes,Pomacentridae,Chromis,acares,Midget chromis,NULL,NULL,5668,Chromis acares
Actinopteri,Perciformes,Pomacentridae,Chromis,margaritifer,Bicolor chromis,NULL,NULL,5675,Chromis margaritifer
Actinopteri,Perciformes,Pomacentridae,Chromis,vanderbilti,Vanderbilt's chromis,NULL,NULL,5678,Chromis vanderbilti
Actinopteri,Perciformes,Pomacentridae,Lepidozygus,tapeinosoma,Fusilier damselfish,NULL,NULL,5683,Lepidozygus tapeinosoma
Actinopteri,Perciformes,Serranidae,Luzonichthys,whitleyi,Whitley's splitfin,69586372,Luzonichthys whitleyi,12874,Luzonichthys whitleyi
Actinopteri,Perciformes,Serranidae,Pseudanthias,bartlettorum,Bartlett's anthias,69589636,Pseudanthias bartlettorum,12719,Pseudanthias bartlettorum
Actinopteri,Perciformes,Labridae,Thalassoma,amblycephalum,Bluntheaded wrasse,187490,Thalassoma amblycephalum,5642,Thalassoma amblycephalum
Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,nigricans,Whitecheek surgeonfish,177969,Acanthurus nigricans,6011,Acanthurus nigricans
Actinopteri,Acanthuriformes,Pomacanthidae,Centropyge,loriculus,Flame angel,155308,Centropyge loricula,7814,Centropyge loriculus
Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,marginatus,Striped-fin surgeonfish,177964,Ctenochaetus marginatus,6014,Ctenochaetus marginatus
Actinopteri,Perciformes,Pomacentridae,Plectroglyphidodon,dickii,Blackbar devil,NULL,NULL,5709,Plectroglyphidodon dickii
Actinopteri,Perciformes,Pomacentridae,Plectroglyphidodon,johnstonianus,Johnston Island damsel,NULL,NULL,5711,Plectroglyphidodon johnstonianus
Actinopteri,Centrarchiformes,Cirrhitidae,Cirrhitichthys,oxycephalus,Coral hawkfish,67997668,Cirrhitichthys oxycephalus,5830,Cirrhitichthys oxycephalus
Actinopteri,Characiformes,Prochilodontidae,Prochilodus,brevis,Brazilian bocachico,NULL,NULL,51245,Prochilodus brevis
Actinopteri,Centrarchiformes,Cirrhitidae,Paracirrhites,arcatus,Arc-eye hawkfish,67997869,Paracirrhites arcatus,5835,Paracirrhites arcatus
Actinopteri,Holocentriformes,Holocentridae,Myripristis,berndti,Blotcheye soldierfish,67869566,Myripristis berndti,4910,Myripristis berndti
Actinopteri,Scombriformes,Scombridae,Scomberomorus,cavalla,King mackerel,170339,Scomberomorus cavalla,120,Scomberomorus cavalla
Aves,Procellariiformes,Procellariidae,Ardenna,tenuirostris,Short-tailed shearwater,22698216,Ardenna tenuirostris,NULL,NULL
Aves,Procellariiformes,Procellariidae,Puffinus,gavia,Fluttering shearwater,22698249,Puffinus gavia,NULL,NULL
Aves,Suliformes,Sulidae,Morus,serrator,Australasian gannet,22696675,Morus serrator,NULL,NULL
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,varius,Great pied cormorant,22696782,Phalacrocorax varius,NULL,NULL
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,fuscescens,Black-faced cormorant,22696770,Phalacrocorax fuscescens,NULL,NULL
Actinopteri,Acropomatiformes,Polyprionidae,Stereolepis,gigas,Giant sea bass,20795,Stereolepis gigas,3310,Stereolepis gigas
Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,semifasciata,Leopard shark,39363,Triakis semifasciata,2543,Triakis semifasciata
Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,heteroloba,Shorthead anchovy,75155263,Encrasicholina heteroloba,556,Encrasicholina heteroloba
Actinopteri,Perciformes,Sciaenidae,Pennahia,anea,Donkey croaker,NULL,NULL,13664,Pennahia anea
Actinopteri,Clupeiformes,Clupeidae,Anodontostoma,chacunda,Chacunda gizzard shad,46075152,Anodontostoma chacunda,1619,Anodontostoma chacunda
Mammalia,Carnivora,Otariidae,Arctocephalus,tropicalis,Sub-antarctic fur seal,2062,Arctocephalus tropicalis,NULL,NULL
Aves,Procellariiformes,Procellariidae,Pterodroma,cahow,Bermuda petrel,22698088,Pterodroma cahow,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,laysanensis,Laysan duck,22680203,Anas laysanensis,NULL,NULL
Aves,Charadriiformes,Laridae,Onychoprion,lunatus,Grey-backed tern,22694722,Onychoprion lunatus,NULL,NULL
Actinopteri,Scombriformes,Scombridae,Scomberomorus,commerson,Narrow-barred Spanish mackerel,170316,Scomberomorus commerson,121,Scomberomorus commerson
Actinopteri,Perciformes,Sciaenidae,Argyrosomus,thorpei,Squaretail kob,NULL,NULL,7916,Argyrosomus thorpei
Actinopteri,Perciformes,Sparidae,Chrysoblephus,puniceus,Slinger seabream,170259,Chrysoblephus puniceus,5530,Chrysoblephus puniceus
Mammalia,Primates,Cercopithecidae,Chlorocebus,sabaeus,Green monkey,136265,Chlorocebus sabaeus,NULL,NULL
Aves,Psittaciformes,Psittacidae,Eunymphicus,uvaeensis,Ouvea parakeet,22728354,Eunymphicus uvaeensis,NULL,NULL
Aves,Coraciiformes,Alcedinidae,Todiramphus,chloris,Collared kingfisher,22683399,Todiramphus chloris,NULL,NULL
Aves,Passeriformes,Acrocephalidae,Acrocephalus,luscinius,Guam reed-warbler,103780078,Acrocephalus luscinius,NULL,NULL
Aves,Passeriformes,Zosteropidae,Zosterops,conspicillatus,Bridled white-eye,103889155,Zosterops conspicillatus,NULL,NULL
Aves,Passeriformes,Zosteropidae,Cleptornis,marchei,Golden white-eye,22714282,Cleptornis marchei,NULL,NULL
Aves,Passeriformes,Estrildidae,Estrilda,melpoda,Orange-cheeked waxbill,22719558,Estrilda melpoda,NULL,NULL
Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,antillensis,Antilles robber frog / Red-eyed coqui,56425,Eleutherodactylus antillensis,NULL,NULL
Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,brittoni,Puerto Rican grassfrog / Grass coqui,56477,Eleutherodactylus brittoni,NULL,NULL
Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,richmondi,Richmond's robber frog,56914,Eleutherodactylus richmondi,NULL,NULL
Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,wightmanae,Wightman's robber frog / Melodius coqui,57056,Eleutherodactylus wightmanae,NULL,NULL
Amphibia,Anura,Leptodactylidae,Leptodactylus,albilabris,Hispaniolan ditch frog,57113,Leptodactylus albilabris,NULL,NULL
Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,coeruleus,Blue tang surgeonfish,177953,Acanthurus coeruleus,944,Acanthurus coeruleus
Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,chirurgus,Doctorfish,177982,Acanthurus chirurgus,943,Acanthurus chirurgus
Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,bahianus,Barber surgeonfish,177985,Acanthurus bahianus,942,Acanthurus bahianus
Actinopteri,Perciformes,Serranidae,Epinephelus,striatus,Nassau grouper,7862,Epinephelus striatus,18,Epinephelus striatus
