Scientific name,Common name,Overall category,Category triggered by rate of population reduction (Criterion A),Optimistic decline10years,Pessimistic decline10years,Median decline10years,Optimistic category10years,Pessimistic category10years,Median category10years,Revised optimistic category10years,Revised pessimistic category10years,Revised median category10years,Optimistic decline3gens,Pessimistic decline3gens,Median decline3gens,Revised optimistic category3gens,Revised pessimistic category3gens,Revised median category3gens,Optimistic category3gens,Pessimistic category3gens,Median category3gens
Odontophorus capueira,Spot-winged Wood-quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.22,0.11,LC,LC,LC,LC,LC,LC
Odontophorus melanotis,Black-eared Wood-quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.23,0.12,LC,LC,LC,LC,LC,LC
Odontophorus erythrops,Rufous-fronted Wood-quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.24,0.13,LC,LC,LC,LC,LC,LC
Odontophorus atrifrons,Black-fronted Wood-quail,VU,LC,0.01,0.08,0.04,LC,LC,LC,VU,VU,VU,0.01,0.11,0.06,LC,LC,LC,VU,VU,VU
Odontophorus hyperythrus,Chestnut Wood-quail,NT,LC,0.01,0.17,0.09,LC,LC,LC,NT,NT,NT,0.01,0.25,0.13,LC,LC,LC,NT,LC,NT
Odontophorus melanonotus,Dark-backed Wood-quail,VU,LC,0.01,0.08,0.04,LC,LC,LC,VU,VU,VU,0.01,0.12,0.07,LC,LC,LC,VU,VU,VU
Odontophorus speciosus,Rufous-breasted Wood-quail,NT,NT,0.22,0.27,0.24,LC,NT,LC,LC,NT,LC,0.31,0.38,0.35,VU,VU,VU,VU,VU,VU
Odontophorus dialeucos,Tacarcuna Wood-quail,VU,LC,0,0,0,LC,LC,LC,VU,VU,VU,0,0,0,LC,LC,LC,VU,VU,VU
Odontophorus strophium,Gorgeted Wood-quail,VU,LC,0.01,0.17,0.09,LC,LC,LC,VU,VU,VU,0.01,0.24,0.13,LC,LC,LC,VU,VU,VU
Odontophorus columbianus,Venezuelan Wood-quail,NT,LC,0.01,0.17,0.09,LC,LC,LC,NT,NT,NT,0.01,0.19,0.1,LC,LC,LC,NT,NT,NT
Odontophorus leucolaemus,Black-breasted Wood-quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.2,0.1,LC,LC,LC,LC,LC,LC
Odontophorus balliviani,Stripe-faced Wood-quail,LC,LC,0.01,0.22,0.11,LC,LC,LC,LC,LC,LC,0.01,0.31,0.17,LC,VU,LC,LC,VU,LC
Odontophorus stellatus,Starred Wood-quail,LC,LC,0.01,0.22,0.11,LC,LC,LC,LC,LC,LC,0.01,0.32,0.17,LC,VU,LC,LC,VU,LC
Odontophorus guttatus,Spotted Wood-quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.21,0.11,LC,LC,LC,LC,LC,LC
Rhynchortyx cinctus,Tawny-faced Quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.21,0.11,LC,LC,LC,LC,LC,LC
Dactylortyx thoracicus,Singing Quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Cyrtonyx montezumae,Montezuma Quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Cyrtonyx sallei,Spot-breasted Quail,NT,NT,0.17,0.26,0.22,LC,NT,LC,LC,NT,LC,0.17,0.26,0.22,LC,NT,LC,LC,NT,LC
Cyrtonyx ocellatus,Ocellated Quail,VU,VU,0.26,0.45,0.36,NT,VU,VU,NT,VU,VU,0.31,0.5,0.41,VU,EN,VU,VU,EN,VU
Xenoperdix udzungwensis,Udzungwa Forest-partridge,EN,LC,0,0,0,LC,LC,LC,EN,EN,EN,0,0,0,LC,LC,LC,EN,EN,EN
Rollulus rouloul,Crested Partridge,NT,NT,0.14,0.21,0.18,LC,LC,LC,LC,LC,LC,0.15,0.23,0.19,LC,LC,LC,LC,LC,LC
Arborophila torqueola,Hill Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Arborophila rufogularis,Rufous-throated Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Arborophila atrogularis,White-cheeked Partridge,NT,LC,0.01,0.13,0.06,LC,LC,LC,NT,NT,NT,0.01,0.15,0.08,LC,LC,LC,NT,NT,NT
Arborophila crudigularis,Taiwan Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC
Arborophila mandellii,Chestnut-breasted Partridge,VU,LC,0.06,0.13,0.09,LC,LC,LC,VU,VU,VU,0.08,0.16,0.12,LC,LC,LC,VU,VU,VU
Arborophila brunneopectus,Bar-backed Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Arborophila rufipectus,Sichuan Partridge,EN,LC,0.01,0.13,0.06,LC,LC,LC,EN,EN,EN,0.01,0.15,0.07,LC,LC,LC,EN,EN,EN
Arborophila gingica,Collared Partridge,NT,LC,0.06,0.13,0.09,LC,LC,LC,NT,NT,NT,0.06,0.13,0.1,LC,LC,LC,NT,NT,NT
Arborophila davidi,Orange-necked Partridge,NT,LC,0.06,0.13,0.09,LC,LC,LC,NT,NT,NT,0.09,0.17,0.13,LC,LC,LC,NT,NT,NT
Arborophila cambodiana,Chestnut-headed Partridge,LC,LC,0.01,0.06,0.03,LC,LC,LC,LC,LC,LC,0.01,0.08,0.04,LC,LC,LC,LC,LC,LC
Arborophila campbelli,Malay Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Arborophila rolli,Tan-breasted Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Arborophila sumatrana,Sumatran Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Arborophila orientalis,White-faced Partridge,VU,VU,0.2,0.37,0.29,LC,VU,NT,VU,VU,VU,0.28,0.47,0.37,NT,VU,VU,VU,VU,VU
Arborophila javanica,Chestnut-bellied Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Arborophila rubrirostris,Red-billed Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Arborophila hyperythra,Bornean Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Arborophila ardens,Hainan Partridge,VU,VU,0.2,0.37,0.29,LC,VU,NT,VU,VU,VU,0.28,0.47,0.38,NT,VU,VU,VU,VU,VU
Arborophila chloropus,Green-legged Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Arborophila tonkinensis,Tonkin Partridge,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC,0.01,0.13,0.06,LC,LC,LC,LC,LC,LC
Arborophila charltonii,Chestnut-necklaced Partridge,VU,LC,0.13,0.2,0.17,LC,LC,LC,VU,VU,VU,0.18,0.26,0.22,LC,NT,LC,VU,VU,VU
Arborophila graydoni,Sabah Partridge,LC,LC,0.06,0.13,0.09,LC,LC,LC,LC,LC,LC,0.06,0.13,0.09,LC,LC,LC,LC,LC,LC
Rhizothera longirostris,Long-billed Partridge,NT,NT,0.17,0.26,0.22,LC,NT,LC,LC,NT,LC,0.28,0.41,0.36,NT,VU,VU,NT,VU,VU
Rhizothera dulitensis,Dulit Partridge,VU,LC,0.17,0.26,0.22,LC,NT,LC,VU,VU,VU,0.17,0.26,0.22,LC,NT,LC,VU,VU,VU
Melanoperdix niger,Black Partridge,VU,VU,0.26,0.45,0.36,NT,VU,VU,NT,VU,VU,0.32,0.53,0.43,VU,EN,VU,VU,EN,VU
Haematortyx sanguiniceps,Crimson-headed Partridge,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC
Caloperdix oculeus,Ferruginous Partridge,NT,NT,0.14,0.21,0.18,LC,LC,LC,LC,LC,LC,0.14,0.21,0.18,LC,LC,LC,LC,LC,LC
Galloperdix spadicea,Red Spurfowl,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Galloperdix lunulata,Painted Spurfowl,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Galloperdix bicalcarata,Sri Lanka Spurfowl,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.22,0.11,LC,LC,LC,LC,LC,LC
Afropavo congensis,Congo Peafowl,VU,LC,0.01,0.11,0.06,LC,LC,LC,VU,VU,VU,0.01,0.22,0.12,LC,LC,LC,VU,VU,VU
Pavo cristatus,Indian Peafowl,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pavo muticus,Green Peafowl,EN,EN,0.32,0.67,0.5,VU,EN,VU,VU,EN,VU,0.57,0.87,0.74,EN,CR,EN,EN,CR,EN
Argusianus argus,Great Argus,NT,NT,0.13,0.2,0.17,LC,LC,LC,LC,LC,LC,0.28,0.41,0.35,NT,VU,VU,NT,VU,VU
Rheinardia ocellata,Crested Argus,EN,EN,0.35,0.7,0.53,VU,EN,EN,VU,EN,EN,0.52,0.81,0.67,EN,CR,EN,EN,CR,EN
Polyplectron napoleonis,Palawan Peacock-pheasant,VU,VU,0.21,0.39,0.3,LC,VU,VU,LC,VU,VU,0.34,0.55,0.45,VU,EN,VU,VU,EN,VU
Polyplectron malacense,Malay Peacock-pheasant,VU,VU,0.21,0.39,0.3,LC,VU,VU,LC,VU,VU,0.39,0.63,0.53,VU,EN,EN,VU,EN,EN
Polyplectron schleiermacheri,Bornean Peacock-pheasant,EN,LC,0.21,0.39,0.3,LC,VU,VU,EN,EN,EN,0.36,0.59,0.49,VU,EN,VU,EN,EN,EN
Polyplectron germaini,Germain's Peacock-pheasant,NT,LC,0.01,0.06,0.03,LC,LC,LC,NT,NT,NT,0.01,0.12,0.07,LC,LC,LC,NT,NT,NT
Polyplectron katsumatae,Hainan Peacock-pheasant,EN,EN,0.37,0.72,0.55,VU,EN,EN,EN,EN,EN,0.53,0.83,0.69,EN,CR,EN,EN,CR,EN
Polyplectron bicalcaratum,Grey Peacock-pheasant,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.23,0.13,LC,LC,LC,LC,LC,LC
Polyplectron inopinatum,Mountain Peacock-pheasant,VU,LC,0.01,0.14,0.07,LC,LC,LC,VU,VU,VU,0.01,0.22,0.11,LC,LC,LC,VU,VU,VU
Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.23,0.12,LC,LC,LC,LC,LC,LC
Margaroperdix madagarensis,Madagascar Partridge,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Coturnix coturnix,Common Quail,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC
Coturnix japonica,Japanese Quail,NT,NT,0.23,0.33,0.28,LC,VU,NT,LC,VU,NT,0.23,0.33,0.28,LC,VU,NT,LC,VU,NT
Coturnix coromandelica,Rain Quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Coturnix delegorguei,Harlequin Quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Coturnix pectoralis,Stubble Quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Coturnix novaezelandiae,New Zealand Quail,EX,LC,0,0,0,EX,EX,EX,EX,EX,EX,0,0,0,LC,LC,LC,EX,EX,EX
Synoicus ypsilophorus,Brown Quail,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC
Synoicus chinensis,Asian Blue Quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Synoicus adansonii,African Blue Quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Anurophasis monorthonyx,Snow Mountain Quail,NT,LC,0.01,0.17,0.09,LC,LC,LC,NT,NT,NT,0.01,0.24,0.13,LC,LC,LC,NT,LC,NT
Tetraogallus caucasicus,Caucasian Snowcock,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tetraogallus caspius,Caspian Snowcock,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.16,0.08,LC,LC,LC,LC,LC,LC
Tetraogallus himalayensis,Himalayan Snowcock,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tetraogallus tibetanus,Tibetan Snowcock,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tetraogallus altaicus,Altai Snowcock,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.19,0.1,LC,LC,LC,LC,LC,LC
Alectoris graeca,Rock Partridge,NT,NT,0.09,0.26,0.17,LC,NT,LC,LC,NT,LC,0.09,0.26,0.17,LC,NT,LC,LC,NT,LC
Alectoris chukar,Chukar,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Alectoris magna,Przevalski's Partridge,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Alectoris philbyi,Philby's Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Alectoris barbara,Barbary Partridge,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Alectoris rufa,Red-legged Partridge,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Alectoris melanocephala,Arabian Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Lerwa lerwa,Snow Partridge,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.2,0.11,LC,LC,LC,LC,LC,LC
Ammoperdix griseogularis,See-see Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Ammoperdix heyi,Sand Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Perdicula asiatica,Jungle Bush-quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Perdicula argoondah,Rock Bush-quail,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC
Perdicula erythrorhyncha,Painted Bush-quail,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Perdicula manipurensis,Manipur Bush-quail,EN,LC,0.26,0.45,0.36,NT,VU,VU,EN,EN,EN,0.26,0.45,0.36,NT,VU,VU,EN,EN,EN
Ophrysia superciliosa,Himalayan Quail,CR,LC,0,0,0,LC,LC,LC,CR,CR,CR,0,0,0,LC,LC,LC,CR,CR,CR
Pternistis hartlaubi,Hartlaub's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis bicalcaratus,Double-spurred Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.2,0.1,LC,LC,LC,LC,LC,LC
Pternistis icterorhynchus,Heuglin's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis clappertoni,Clapperton's Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC
Pternistis harwoodi,Harwood's Francolin,NT,LC,0.01,0.17,0.09,LC,LC,LC,NT,NT,NT,0.01,0.22,0.12,LC,LC,LC,NT,LC,NT
Pternistis adspersus,Red-billed Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis capensis,Cape Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis natalensis,Natal Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis hildebrandti,Hildebrandt's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis ahantensis,Ahanta Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.22,0.11,LC,LC,LC,LC,LC,LC
Pternistis squamatus,Scaly Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.2,0.1,LC,LC,LC,LC,LC,LC
Pternistis griseostriatus,Grey-striped Francolin,LC,LC,0.01,0.08,0.04,LC,LC,LC,LC,LC,LC,0.01,0.1,0.05,LC,LC,LC,LC,LC,LC
Pternistis leucoscepus,Yellow-necked Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC
Pternistis rufopictus,Grey-breasted Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.23,0.12,LC,LC,LC,LC,LC,LC
Pternistis afer,Red-necked Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.2,0.11,LC,LC,LC,LC,LC,LC
Pternistis swainsonii,Swainson's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis jacksoni,Jackson's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis nobilis,Handsome Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC
Pternistis camerunensis,Mount Cameroon Francolin,EN,LC,0.01,0.17,0.09,LC,LC,LC,EN,EN,EN,0.02,0.27,0.15,LC,NT,LC,EN,EN,EN
Pternistis swierstrai,Swierstra's Francolin,EN,LC,0.01,0.17,0.09,LC,LC,LC,EN,EN,EN,0.01,0.22,0.12,LC,LC,LC,EN,EN,EN
Pternistis castaneicollis,Chestnut-naped Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis atrifrons,Black-fronted Francolin,EN,LC,0.01,0.17,0.09,LC,LC,LC,EN,EN,EN,0.01,0.17,0.09,LC,LC,LC,EN,EN,EN
Pternistis erckelii,Erckel's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Pternistis ochropectus,Djibouti Francolin,CR,LC,0.26,0.45,0.36,NT,VU,VU,CR,CR,CR,0.4,0.66,0.55,VU,EN,EN,CR,CR,CR
Francolinus francolinus,Black Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Francolinus pictus,Painted Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Francolinus pintadeanus,Chinese Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Francolinus pondicerianus,Grey Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Francolinus gularis,Swamp Francolin,VU,VU,0.26,0.45,0.36,NT,VU,VU,NT,VU,VU,0.33,0.54,0.44,VU,EN,VU,VU,EN,VU
Dendroperdix sephaena,Crested Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Peliperdix coqui,Coqui Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Peliperdix albogularis,White-throated Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Peliperdix schlegelii,Schlegel's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Peliperdix lathami,Forest Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.26,0.14,LC,NT,LC,LC,NT,LC
Scleroptila streptophora,Ring-necked Francolin,NT,NT,0.17,0.26,0.22,LC,NT,LC,NT,NT,LC,0.23,0.33,0.28,LC,VU,NT,LC,VU,NT
Scleroptila levaillantii,Red-winged Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Scleroptila afra,Grey-winged Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Scleroptila finschi,Finsch's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Scleroptila psilolaema,Moorland Francolin,NT,NT,0.17,0.26,0.22,LC,NT,LC,LC,NT,LC,0.23,0.34,0.28,LC,VU,NT,LC,VU,NT
Scleroptila elgonensis,Elgon Francolin,NT,NT,0.17,0.26,0.22,LC,NT,LC,LC,NT,LC,0.17,0.26,0.22,LC,NT,LC,LC,NT,LC
Scleroptila shelleyi,Shelley's Francolin,LC,LC,0.01,0.17,0.09,LC,LC,LC,LC,LC,LC,0.01,0.23,0.12,LC,LC,LC,LC,LC,LC
Scleroptila whytei,Whyte's Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Scleroptila gutturalis,Orange River Francolin,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Bambusicola fytchii,Mountain Bamboo-partridge,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC,0.01,0.24,0.13,LC,LC,LC,LC,LC,LC
Bambusicola thoracicus,Chinese Bamboo-partridge,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC
Bambusicola sonorivox,Taiwan Bamboo-partridge,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC,0.01,0.22,0.12,LC,LC,LC,LC,LC,LC
Gallus gallus,Red Junglefowl,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.2,0.11,LC,LC,LC,LC,LC,LC
Gallus sonneratii,Grey Junglefowl,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.2,0.1,LC,LC,LC,LC,LC,LC
Gallus lafayettii,Sri Lanka Junglefowl,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Gallus varius,Green Junglefowl,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Tetraophasis obscurus,Chestnut-throated Partridge,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.2,0.11,LC,LC,LC,LC,LC,LC
Tetraophasis szechenyii,Buff-throated Partridge,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC,0,0,0,LC,LC,LC,LC,LC,LC
Lophophorus impejanus,Himalayan Monal,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.23,0.12,LC,LC,LC,LC,LC,LC
Lophophorus sclateri,Sclater's Monal,VU,LC,0.07,0.13,0.1,LC,LC,LC,VU,VU,VU,0.12,0.23,0.18,LC,LC,LC,VU,VU,VU
Lophophorus lhuysii,Chinese Monal,VU,LC,0.01,0.13,0.07,LC,LC,LC,VU,VU,VU,0.02,0.28,0.15,LC,NT,LC,VU,VU,VU
Tragopan melanocephalus,Western Tragopan,VU,LC,0.07,0.13,0.1,LC,LC,LC,VU,VU,VU,0.11,0.2,0.15,LC,LC,LC,VU,VU,VU
Tragopan satyra,Satyr Tragopan,NT,LC,0.01,0.06,0.03,LC,LC,LC,NT,NT,NT,0.01,0.11,0.06,LC,LC,LC,NT,NT,NT
Tragopan blythii,Blyth's Tragopan,VU,LC,0.07,0.13,0.1,LC,LC,LC,VU,VU,VU,0.12,0.23,0.18,LC,LC,LC,VU,VU,VU
Tragopan temminckii,Temminck's Tragopan,LC,LC,0.01,0.13,0.07,LC,LC,LC,LC,LC,LC,0.01,0.18,0.09,LC,LC,LC,LC,LC,LC
Tragopan caboti,Cabot's Tragopan,VU,LC,0.13,0.21,0.17,LC,LC,LC,VU,VU,VU,0.2,0.29,0.24,LC,NT,LC,VU,VU,VU
Ithaginis cruentus,Blood Pheasant,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.19,0.1,LC,LC,LC,LC,LC,LC
Pucrasia macrolopha,Koklass Pheasant,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.19,0.1,LC,LC,LC,LC,LC,LC
Syrmaticus ellioti,Elliot's Pheasant,NT,NT,0.14,0.21,0.18,LC,LC,LC,LC,LC,LC,0.17,0.25,0.21,LC,LC,LC,LC,LC,LC
Syrmaticus humiae,Mrs Hume's Pheasant,NT,LC,0.14,0.21,0.18,LC,LC,LC,NT,LC,NT,0.15,0.23,0.19,LC,LC,LC,NT,LC,NT
Syrmaticus mikado,Mikado Pheasant,NT,LC,0.01,0.06,0.03,LC,LC,LC,NT,NT,NT,0.01,0.07,0.04,LC,LC,LC,NT,NT,NT
Syrmaticus soemmerringii,Copper Pheasant,NT,NT,0.14,0.21,0.18,LC,LC,LC,LC,LC,LC,0.17,0.26,0.22,LC,NT,LC,LC,NT,LC
Syrmaticus reevesii,Reeves's Pheasant,VU,VU,0.21,0.39,0.3,LC,VU,VU,VU,VU,VU,0.25,0.43,0.34,LC,VU,VU,VU,VU,VU
Chrysolophus pictus,Golden Pheasant,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC
Chrysolophus amherstiae,Lady Amherst's Pheasant,LC,LC,0.01,0.14,0.07,LC,LC,LC,LC,LC,LC,0.01,0.15,0.08,LC,LC,LC,LC,LC,LC
