"","Scientific_Name","Class","Common_Name"
"1438","Empidonax alnorum","aves","Alder flycatcher"
"1439","Empidonax difficilis","aves","Pacific-slope flycatcher"
"1440","Empidonax flaviventris","aves","Yellow-bellied flycatcher"
"1441","Empidonax hammondii","aves","Hammond's flycatcher"
"1442","Empidonax minimus","aves","Least flycatcher"
"1443","Empidonax oberholseri","aves","American dusky flycatcher"
"1444","Empidonax traillii","aves","Willow flycatcher"
"1445","Empidonax virescens","aves","Acadian flycatcher"
"1446","Empidonax wrightii","aves","American grey flycatcher"
"1447","Empidonomus varius","aves","Variegated flycatcher"
"1448","Emydocephalus annulatus","reptilia","Turtle-headed sea snake"
"1449","Emydoidea blandingii","reptilia","Blanding's turtle"
"1450","Emys orbicularis","reptilia","European pond turtle"
"1451","Enchelyopus cimbrius","actinopterygii","Fourbeard rockling"
"1452","Encrasicholina devisi","actinopterygii","Devi's anchovy"
"1453","Encrasicholina heteroloba","actinopterygii","Shorthead anchovy"
"1454","Engraulis anchoita","actinopterygii","Argentine anchovy"
"1455","Engraulis australis","actinopterygii","Australian anchovy"
"1456","Engraulis capensis","actinopterygii","South African anchovy"
"1457","Engraulis encrasicolus","actinopterygii","European anchovy"
"1458","Engraulis japonicus","actinopterygii","Japanese anchovy"
"1459","Engraulis mordax","actinopterygii","Californian anchovy"
"1460","Engraulis ringens","actinopterygii","Anchoveta / Anchovy"
"1461","Enhydra lutris","mammalia","Sea otter"
"1462","Enneacanthus gloriosus","actinopterygii","Bluespotted sunfish"
"1463","Enophrys bison","actinopterygii","Buffalo sculpin"
"1464","Ensatina eschscholtzii","amphibia","Ensatina"
"1465","Entelurus aequoreus","actinopterygii","Snake pipefish"
"1466","Enteromius afrohamiltoni","actinopterygii","Hamilton's barb"
"1467","Enteromius mattozi","actinopterygii","Papermouth"
"1468","Enteromius paludinosus","actinopterygii","Straightfin barb"
"1469","Enteromius trimaculatus","actinopterygii","Threespot barb"
"1470","Eolophus roseicapilla","aves","Galah"
"1471","Eopsetta jordani","actinopterygii","Petrale sole"
"1472","Ephippiorhynchus senegalensis","aves","Saddlebill"
"1473","Epibulus insidiator","actinopterygii","Sling-jaw wrasse"
"1474","Epidalea calamita","amphibia","Natterjack toad"
"1475","Epigonus crassicaudus","actinopterygii","Cardinalfish"
"1476","Epigonus telescopus","actinopterygii","Black cardinal fish"
"1477","Epinecrophylla leucophthalma","aves","White-eyed antwren"
"1478","Epinephelus adscensionis","actinopterygii","Rock hind"
"1479","Epinephelus bruneus","actinopterygii","Longtooth grouper / Kelp grouper"
"1480","Epinephelus fasciatus","actinopterygii","Blacktip grouper"
"1481","Epinephelus fuscoguttatus","actinopterygii","Brown-marbled grouper"
"1482","Epinephelus guttatus","actinopterygii","Red hind"
"1483","Epinephelus itajara","actinopterygii","Atlantic goliath grouper"
"1484","Epinephelus marginatus","actinopterygii","Dusky grouper"
"1485","Epinephelus merra","actinopterygii","Honeycomb grouper"
"1486","Epinephelus morio","actinopterygii","Red grouper"
"1487","Epinephelus multinotatus","actinopterygii","White-blotched grouper"
"1488","Epinephelus polyphekadion","actinopterygii","Camouflage grouper"
"1489","Epinephelus striatus","actinopterygii","Nassau grouper"
"1490","Epinephelus tauvina","actinopterygii","Greasy grouper"
"1491","Epiplatys bifasciatus","actinopterygii","No common name"
"1492","Epiplatys spilargyreius","actinopterygii","No common name"
